5038119,o16gs_15_hf_jcpu,frontier06657,00:00:06,
5038159,o16gs_15_hf_jcpu,frontier08967,00:00:06,
5038207,o16gs_15_hf_jcpu,frontier05444,00:00:07,
5038217,o16gs_15_hf_jcpu,frontier06273,00:01:26,
5038273,o16gs_20_hf_jcpu,frontier05762,00:07:04,
5038868,o16gs_25_hf_jcpu,frontier06785,00:24:48,
